OfferID,Title,Slug,Area,Rooms,Date,Location,Price
7964889,Iancului - Mihai Bravu / Garsoniera Decomandata / Balcon Metrou,iancului-mihai-bravu-garsoniera-decomandata-balcon-metrou-IDxq1X,42.0,ONE,2023-09-19 12:29:22,Iancului| Sectorul 2| Bucuresti,350
7964881,Incity*Prima Inchiriere*Modern*Etaj 4*Vedere placuta*Corp A,incityprima-inchirieremodernetaj-4vedere-placutacorp-a-IDxq1P,50.0,ONE,2023-09-19 12:29:01,Decebal| Sectorul 3| Bucuresti,600
7964880,Garsoniera Metrou Piata Iancului,garsoniera-metrou-piata-iancului-IDxq1O,35.0,ONE,2023-09-19 12:29:01,Cismigiu| Sectorul 1| Bucuresti,370
7964852,STUDIO | BIROU | ONE VERDI PARK | FLOREASCA,studio-birou-one-verdi-park-floreasca-IDxq1m,39.0,ONE,2023-09-19 12:27:46,Floreasca| Sectorul 2| Bucuresti,1100
7964840,Crangasi | 2 camere | 10 min metrou | Mobilat | Utilat,crangasi-2-camere-10-min-metrou-mobilat-utilat-IDxq1a,56.0,TWO,2023-09-19 12:27:26,Crangasi| Sectorul 6| Bucuresti,340
7953101,Apartament 2 cam | Hils | Mobilat utilat | Centrala | Parcare | Metrou,apartament-2-cam-hils-mobilat-utilat-centrala-parcare-metrou-IDxmXP,54.0,TWO,2023-09-19 12:26:28,Theodor Pallady| Sectorul 3| Bucuresti,500
7779568,Apartament 2 Camere | Baneasa | The Ivy,apartament-2-camere-baneasa-the-ivy-IDvDOU,60.0,TWO,2023-09-19 12:26:24,Baneasa| Sectorul 1| Bucuresti,720
7964821,"Inchiriere apartament 2 camere, zona Vitan",inchiriere-apartament-2-camere-zona-vitan-IDxq0R,70.0,TWO,2023-09-19 12:12:51,Vitan| Sectorul 3| Bucuresti,500
7964795,"Inchiriere apartament 3 camere, Dorobanti",inchiriere-apartament-3-camere-dorobanti-IDxq0r,74.0,THREE,2023-09-19 12:06:23,Dorobanti| Sectorul 1| Bucuresti,1000
7964792,Inchiriez Apartament 2 camere 52 mp Aviatiei metrou Aurel Vlaicu,inchiriez-apartament-2-camere-52-mp-aviatiei-metrou-aurel-vlaicu-IDxq0o,52.0,TWO,2023-09-19 12:06:21,Aviatiei| Sectorul 1| Bucuresti,490
7964767,Închiriez Garsonieră la Piața Norilor Timpuri Noi,nchiriez-garsonier-la-piaa-norilor-timpuri-noi-IDxpZZ,35.0,ONE,2023-09-19 11:58:43,Tineretului| Sectorul 4| Bucuresti,350
7964772,Apartament 2 camere Militari Uverturii Residence bloc nou LUX,apartament-2-camere-militari-uverturii-residence-bloc-nou-lux-IDxq04,56.0,TWO,2023-09-19 11:58:25,Militari| Sectorul 6| Bucuresti,550
7964761,Militari | Centrala | Balcon |  Bloc Nou | Primul Chirias | Complet mo,militari-centrala-balcon-bloc-nou-primul-chirias-complet-mo-IDxpZT,32.0,ONE,2023-09-19 11:55:55,Militari| Sectorul 6| Bucuresti,300
7964759,2 CAMERE | DOROBANTI,2-camere-dorobanti-IDxpZR,62.0,TWO,2023-09-19 11:55:32,Dorobanti| Sectorul 1| Bucuresti,600
7964750,"Inchiriere apartament 3 camere, Mall Vitan",inchiriere-apartament-3-camere-mall-vitan-IDxpZI,73.0,THREE,2023-09-19 11:53:39,Vitan| Sectorul 3| Bucuresti,800
7964747,Garsoniera Gorjului,garsoniera-gorjului-IDxpZF,40.0,ONE,2023-09-19 11:53:25,Cismigiu| Sectorul 1| Bucuresti,1600
7964741,Drumul Taberei | 2 camere | Mobilat | Utilat,drumul-taberei-2-camere-mobilat-utilat-IDxpZz,52.0,TWO,2023-09-19 11:52:19,Ghencea| Sectorul 5| Bucuresti,300
7707216,Dorobanti/Floreasca/strada Tudor Stefan,dorobanti-floreasca-strada-tudor-stefan-IDvkZV,100.0,THREE,2023-09-19 11:49:11,Floreasca| Sectorul 1| Bucuresti,1200
7964712,2 Camere /Centrala / Aviateiei / Pipera / Nusco / Metou,2-camere-centrala-aviateiei-pipera-nusco-metou-IDxpZ6,52.0,TWO,2023-09-19 11:46:32,Pipera| Sectorul 2| Bucuresti,800
7964705,3 Camere Herastrau | Parcare Subterana,3-camere-herastrau-parcare-subterana-IDxpYZ,100.0,THREE,2023-09-19 11:45:54,Aviatiei| Sectorul 1| Bucuresti,1150
7964699,"2 camere Mall Vitan, 65mp",2-camere-mall-vitan-65mp-IDxpYT,65.0,TWO,2023-09-19 11:44:00,Vitan| Sectorul 3| Bucuresti,560
7964697,Apartament 2 camere LUX - Parcul Carol,apartament-2-camere-lux-parcul-carol-IDxpYR,70.0,TWO,2023-09-19 11:43:38,Pieptanari| Sectorul 5| Bucuresti,600
7964690,2 Camere | Belvedere Residence | Pipera - Aviatiei | Balcon |,2-camere-belvedere-residence-pipera-aviatiei-balcon-IDxpYK,58.0,TWO,2023-09-19 11:42:44,Pipera| Sectorul 2| Bucuresti,650
7964689,"Spatiu birou, Bulevardul Unirii, 71mp, bloc stradal",spatiu-birou-bulevardul-unirii-71mp-bloc-stradal-IDxpYJ,71.0,TWO,2023-09-19 11:42:20,Decebal| Sectorul 3| Bucuresti,450
7964686,"2 camere zona Floreasca, 43mp+boxa 10mp",2-camere-zona-floreasca-43mp-boxa-10mp-IDxpYG,43.0,TWO,2023-09-19 11:41:43,Floreasca| Sectorul 2| Bucuresti,620
7964681,Garsoniera | Victorei - Gara de nord | AC | Metrou 9 Minute,garsoniera-victorei-gara-de-nord-ac-metrou-9-minute-IDxpYB,27.0,ONE,2023-09-19 11:40:53,Gara de Nord| Sectorul 1| Bucuresti,460
7964667,"Inchiriere 2 Camere Drumul Taberei, AFI Cotroceni, Metrou Favorit",inchiriere-2-camere-drumul-taberei-afi-cotroceni-metrou-favorit-IDxpYn,50.0,TWO,2023-09-19 11:38:07,Drumul Taberei| Sectorul 6| Bucuresti,500
7964665,"Inchiriere apartament 2 camere, Roka Residence",inchiriere-apartament-2-camere-roka-residence-IDxpYl,70.0,THREE,2023-09-19 11:37:56,Nerva Traian| Sectorul 3| Bucuresti,900
7964653,Apartament 2 camere bloc nou Prelungirea Ghecea cu Valea Oltului Lukoi,apartament-2-camere-bloc-nou-prelungirea-ghecea-cu-valea-oltului-lukoi-IDxpY9,63.0,TWO,2023-09-19 11:35:19,Ghencea| Sectorul 6| Bucuresti,400
7935581,Apartament 2 cam zona Raul Colentina centrala termica ID 13516,apartament-2-cam-zona-raul-colentina-centrala-termica-id-13516-IDxipf,64.0,TWO,2023-09-19 11:35:08,Colentina| Sectorul 2| Bucuresti,1800
7964649,Colentina Mcdonalds  Logiscool,colentina-mcdonalds-logiscool-IDxpY5,65.0,THREE,2023-09-19 11:34:57,Sectorul 2| Bucuresti,300
7964634,Apartament 2 camere Plaza Residence -faza 2 (langa Plaza Mall),apartament-2-camere-plaza-residence-faza-2-langa-plaza-mall-IDxpXQ,60.0,TWO,2023-09-19 11:31:21,Militari| Sectorul 6| Bucuresti,570
7964625,Apartament 2 camere Unirii-Cantemir | langa metrou Tineretului,apartament-2-camere-unirii-cantemir-langa-metrou-tineretului-IDxpXH,56.0,TWO,2023-09-19 11:29:37,Centrul Civic| Sectorul 4| Bucuresti,450
7964623,Apartament de inchiriat Floreasca,apartament-de-inchiriat-floreasca-IDxpXF,50.0,TWO,2023-09-19 11:29:24,Berceni| Sectorul 4| Bucuresti,350
7964606,Închiriez Apartament cu 2 camere in Palady,nchiriez-apartament-cu-2-camere-in-palady-IDxpXo,56.0,TWO,2023-09-19 11:27:50,Theodor Pallady| Sectorul 3| Bucuresti,400
7964583,3 camere decomandat facultatea de constructii,3-camere-decomandat-facultatea-de-constructii-IDxpX1,75.0,THREE,2023-09-19 11:23:21,Tei| Sectorul 2| Bucuresti,460
7964570,"Apartament 2 camere Berceni, Aparatorii patriei",apartament-2-camere-berceni-aparatorii-patriei-IDxpVO,50.0,TWO,2023-09-19 11:20:29,Aparatorii Patriei| Sectorul 4| Bucuresti,400
7964564,Herastrau | 3 Camere | Lux | Mobilat/Utilat | Centrala Bloc | Parcare,herastrau-3-camere-lux-mobilat-utilat-centrala-bloc-parcare-IDxpVI,78.0,THREE,2023-09-19 11:19:23,Herastrau| Sectorul 1| Bucuresti,1200
7964561,Drumul Taberei Moghiorosi Residence Totul Nou,drumul-taberei-moghiorosi-residence-totul-nou-IDxpVF,94.0,FOUR,2023-09-19 11:18:59,Drumul Taberei| Sectorul 6| Bucuresti,500
7964557,2 Camere | Lujerului - Militari  | Balcon | 3 Min Metrou,2-camere-lujerului-militari-balcon-3-min-metrou-IDxpVB,50.0,TWO,2023-09-19 11:18:07,Militari| Sectorul 6| Bucuresti,450
7964554,Apartament 2 camere | Parcare inclusă | Belvedere Residence,apartament-2-camere-parcare-inclus-belvedere-residence-IDxpVy,53.0,TWO,2023-09-19 11:17:39,Pipera| Sectorul 2| Bucuresti,750
7964519,Unirii,unirii-IDxpWZ,71.0,TWO,2023-09-19 11:09:14,Centrul Civic| Sectorul 3| Bucuresti,600
7964462,Închiriez Garsonieră in zona Matei Basarab Hyperion,nchiriez-garsonier-in-zona-matei-basarab-hyperion-IDxpW4,42.0,ONE,2023-09-19 11:01:41,Centrul Civic| Sectorul 3| Bucuresti,375
7964475,Inchiriere apartament 2 camere | Piata Iancului |,inchiriere-apartament-2-camere-piata-iancului-IDxpWh,54.0,TWO,2023-09-19 11:01:33,Pantelimon| Sectorul 2| Bucuresti,449
7964463,Dorobanti - Piata Victoriei | Prima inchiriere | 2 camere | Balcon inc,dorobanti-piata-victoriei-prima-inchiriere-2-camere-balcon-inc-IDxpW5,46.0,TWO,2023-09-19 10:59:41,Floreasca| Sectorul 1| Bucuresti,900
7964460,Piata Alba Iulia | Decomandat | 2 Camere | Bloc Izolat | Panoramic Vie,piata-alba-iulia-decomandat-2-camere-bloc-izolat-panoramic-vie-IDxpW2,75.0,TWO,2023-09-19 10:59:19,Centrul Civic| Sectorul 3| Bucuresti,1200
7964459,Baneasa I 2 Camere I Centrala I Loc de parcare,baneasa-i-2-camere-i-centrala-i-loc-de-parcare-IDxpW1,45.0,TWO,2023-09-19 10:59:09,Baneasa| Sectorul 1| Bucuresti,550
7964457,Tineretului | 2 Camere | Centrala | Bloc Nou,tineretului-2-camere-centrala-bloc-nou-IDxpUZ,45.0,TWO,2023-09-19 10:58:58,Tineretului| Sectorul 4| Bucuresti,550
7964456,Drumul Taberei - Ghencea | 3 camere | Balcon | Pet Friendly,drumul-taberei-ghencea-3-camere-balcon-pet-friendly-IDxpUY,70.0,THREE,2023-09-19 10:58:56,Drumul Taberei| Sectorul 6| Bucuresti,550
7964453,Inchiriere apartament 2 camere Berceni,inchiriere-apartament-2-camere-berceni-IDxpUW,70.0,TWO,2023-09-19 10:58:34,IMGB| Sectorul 4| Bucuresti,550
7964452,Arcul de Triumf | 3 camere | Mobilat | Utilat,arcul-de-triumf-3-camere-mobilat-utilat-IDxpUU,70.0,THREE,2023-09-19 10:57:52,Domenii| Sectorul 1| Bucuresti,500
7964450,Apartament 4 Camere Mega Spatios si Modern Mobilat,apartament-4-camere-mega-spatios-si-modern-mobilat-IDxpUS,160.0,FOUR,2023-09-19 10:57:18,Herastrau| Sectorul 1| Bucuresti,2700
7964441,Iancului | 2 Camere | Mobilat/Utilat | Metrou 5 MIN,iancului-2-camere-mobilat-utilat-metrou-5-min-IDxpUJ,52.0,TWO,2023-09-19 10:54:50,Pantelimon| Sectorul 2| Bucuresti,425
7964427,Inchiriere garsoniera Piata Victoriei,inchiriere-garsoniera-piata-victoriei-IDxpUw,27.0,ONE,2023-09-19 10:52:06,Piata Romana| Sectorul 1| Bucuresti,460
7964424,Apartament cu 4 camere langa parc si metrou,apartament-cu-4-camere-langa-parc-si-metrou-IDxpUs,145.0,FOUR,2023-09-19 10:51:10,Sectorul 1| Bucuresti,1950
7964414,Cismigiu Sala Palatului Victoriei Ion Campineanu Ateneul Roman Central,cismigiu-sala-palatului-victoriei-ion-campineanu-ateneul-roman-central-IDxpUi,75.0,TWO,2023-09-19 10:49:04,Cismigiu| Sectorul 1| Bucuresti,785
7964410,"Primaverii , Herastrau , Floreasca ,etaj Pdin+2+pod , liber !",primaverii-herastrau-floreasca-etaj-pdin-2-pod-liber-IDxpUe,101.0,FOUR,2023-09-19 10:48:40,Primaverii| Sectorul 1| Bucuresti,850
7964406,Berceni 7` Metrou Constantin Brancoveanu Parc Eroii Revolutiei Renovat,berceni-7-metrou-constantin-brancoveanu-parc-eroii-revolutiei-renovat-IDxpUa,60.0,TWO,2023-09-19 10:47:13,Berceni| Sectorul 4| Bucuresti,550
7964404,Garsoniera 20mp Berceni - Brancoveanu - Sector 4 - str. Peroni,garsoniera-20mp-berceni-brancoveanu-sector-4-str-peroni-IDxpU8,20.0,ONE,2023-09-19 10:46:47,Giurgiului| Sectorul 4| Bucuresti,220
7964390,2 Camere | Cismigiu | Balcon | Centrala Imobil | Parcare | Modern | Me,2-camere-cismigiu-balcon-centrala-imobil-parcare-modern-me-IDxpTU,75.0,TWO,2023-09-19 10:44:39,Cismigiu| Sectorul 1| Bucuresti,785
7964384,"Proprietar. Inchiriez apartament 2 camere, 300 m Afi Cotroceni",proprietar-inchiriez-apartament-2-camere-300-m-afi-cotroceni-IDxpTO,50.0,TWO,2023-09-19 10:43:36,Militari| Sectorul 6| Bucuresti,500
7964360,Baneasa - Sisesti | Pipera | Aviatiei | Escape Residence | Parcare | N,baneasa-sisesti-pipera-aviatiei-escape-residence-parcare-n-IDxpTq,47.0,TWO,2023-09-19 10:40:15,Damaroaia| Sectorul 1| Bucuresti,600
7964356,Baneasa | Pipera | Aviatiei | Regina Maria | Bloc 2012 | Parcare,baneasa-pipera-aviatiei-regina-maria-bloc-2012-parcare-IDxpTm,62.0,TWO,2023-09-19 10:39:26,Baneasa| Sectorul 1| Bucuresti,650
7964352,Baneasa | Aviatiei | Herastrau | Regina Maria | Bloc 2010 | Centrala,baneasa-aviatiei-herastrau-regina-maria-bloc-2010-centrala-IDxpTi,67.0,TWO,2023-09-19 10:38:47,Baneasa| Sectorul 1| Bucuresti,650
7964348,Baneasa | Aviatiei | Herastrau | Antena1 | Restaurant Voievodal | Mode,baneasa-aviatiei-herastrau-antena1-restaurant-voievodal-mode-IDxpTe,60.0,TWO,2023-09-19 10:38:08,Baneasa| Sectorul 1| Bucuresti,450
7954968,Închiriez Apartament cu 3 camere Auchan Titan,nchiriez-apartament-cu-3-camere-auchan-titan-IDxnrV,64.0,THREE,2023-09-19 10:37:42,Ozana| Sectorul 3| Bucuresti,350
7964331,Pipera | Baneasa | Aviatiei | Porsche | Onix Park | 2022 | Parcare | T,pipera-baneasa-aviatiei-porsche-onix-park-2022-parcare-t-IDxpSX,55.0,TWO,2023-09-19 10:36:16,Baneasa| Sectorul 1| Bucuresti,650
7964328,Inchiriere apartament 2 camere | Nicolae Grigorescu | Metrou |,inchiriere-apartament-2-camere-nicolae-grigorescu-metrou-IDxpSU,55.0,TWO,2023-09-19 10:35:52,Titan| Sectorul 3| Bucuresti,399
7964324,Apartament 3 camere Berceni,apartament-3-camere-berceni-IDxpSQ,70.0,THREE,2023-09-19 10:35:19,Berceni| Sectorul 4| Bucuresti,350
7964307,Apartament 2 camere Berceni,apartament-2-camere-berceni-IDxpSz,55.0,TWO,2023-09-19 10:33:20,Aparatorii Patriei| Sectorul 4| Bucuresti,400
7964290,doua camere Tineretului,doua-camere-tineretului-IDxpSi,52.0,TWO,2023-09-19 10:32:05,Tineretului| Sectorul 4| Bucuresti,500
7964287,Escape Residence/ Apartament 3 Camere/ Ac/ Parcare,escape-residence-apartament-3-camere-ac-parcare-IDxpSf,71.0,THREE,2023-09-19 10:31:52,Damaroaia| Sectorul 1| Bucuresti,750
7964285,Inchiriere Garsoniera - Politehnica - 21 Residence,inchiriere-garsoniera-politehnica-21-residence-IDxpSd,47.0,ONE,2023-09-19 10:31:40,Militari| Sectorul 6| Bucuresti,475
7964283,Pipera | Baneasa | Aviatiei | Iancu Nicolae | Privighetorilor | Parcar,pipera-baneasa-aviatiei-iancu-nicolae-privighetorilor-parcar-IDxpSb,55.0,TWO,2023-09-19 10:31:37,Baneasa| Sectorul 1| Bucuresti,750
7964262,Apartament 2 camere | Belvedere Residence | Fabrica de Glucoza,apartament-2-camere-belvedere-residence-fabrica-de-glucoza-IDxpRQ,46.0,TWO,2023-09-19 10:28:43,Pipera| Sectorul 2| Bucuresti,670
7964258,Inchiriere apartament 3 camere | Drumul Taberei | Ghencea |,inchiriere-apartament-3-camere-drumul-taberei-ghencea-IDxpRM,70.0,THREE,2023-09-19 10:28:29,Drumul Taberei| Sectorul 6| Bucuresti,549
7964252,Apartament cu 3 camere de închiriat în zona Doroban&#539;i,apartament-cu-3-camere-de-nchiriat-n-zona-doroban-539i-IDxpRG,75.0,THREE,2023-09-19 10:28:05,Piata Romana| Sectorul 1| Bucuresti,900
7964249,Apartament cu 3 camere în zona  Bulevarul BasarabiaArena Na&#539;ional,apartament-cu-3-camere-n-zona-bulevarul-basarabiaarena-na-539ional-IDxpRD,65.0,THREE,2023-09-19 10:27:53,Piata Romana| Sectorul 1| Bucuresti,600
7964196,Apartament 3 camere - Pache Protopopescu - Ferdinand,apartament-3-camere-pache-protopopescu-ferdinand-IDxpQM,84.0,THREE,2023-09-19 10:17:38,Iancului| Sectorul 2| Bucuresti,800
7964172,"Apartament cu gradina Lux,metrou,La Strada ,mobilat si utilat",apartament-cu-gradina-lux-metrou-la-strada-mobilat-si-utilat-IDxpQo,50.0,TWO,2023-09-19 10:11:48,Popesti Leordeni| Ilfov,450
7964160,Garsoniera c.tin brâncoveanu 5-7 min metrou,garsoniera-c-tin-brncoveanu-5-7-min-metrou-IDxpQc,38.0,ONE,2023-09-19 10:09:35,Berceni| Sectorul 4| Bucuresti,1199
7964139,2 Camere - Sala Palatului - I. Campineanu - Centrala - Terasa,2-camere-sala-palatului-i-campineanu-centrala-terasa-IDxpPR,78.0,TWO,2023-09-19 10:03:53,Cismigiu| Sectorul 1| Bucuresti,550
7964119,Apartament 3 camere tip Duplex Aurel Vlaicu/Ștefan Cel Mare Comision 0,apartament-3-camere-tip-duplex-aurel-vlaicu-tefan-cel-mare-comision-0-IDxpPx,78.0,THREE,2023-09-19 09:57:45,Stefan cel Mare| Sectorul 2| Bucuresti,850
7964117,Apartament 2 cam | Viilor | Carol | Mobilat si utilat NOU | Centrala,apartament-2-cam-viilor-carol-mobilat-si-utilat-nou-centrala-IDxpPw,50.0,TWO,2023-09-19 09:57:44,Pieptanari| Sectorul 5| Bucuresti,600
7964107,Garsoniera | Tineretului | Metrou | Balcon | Piata Norilor |,garsoniera-tineretului-metrou-balcon-piata-norilor-IDxpPl,35.0,ONE,2023-09-19 09:54:19,Tineretului| Sectorul 4| Bucuresti,350
7964103,Nicolae Grigorescu | Apartament 2 camere | Metrou |,nicolae-grigorescu-apartament-2-camere-metrou-IDxpPh,55.0,TWO,2023-09-19 09:53:43,Salajan| Sectorul 3| Bucuresti,390
7964098,Apartament 3 camere Colentina | Pet Friendly | Parcare | Mobilat,apartament-3-camere-colentina-pet-friendly-parcare-mobilat-IDxpPc,64.0,THREE,2023-09-19 09:53:06,Colentina| Sectorul 2| Bucuresti,360
7964091,Inchiriere Apartament 3 camere - Dorobanti,inchiriere-apartament-3-camere-dorobanti-IDxpP5,84.0,THREE,2023-09-19 09:52:06,Stefan cel Mare| Sectorul 2| Bucuresti,999
7964090,| Berceni | Piata Straduintei | 3 Camere | 2 balcoane | 59 m patrati |,berceni-piata-straduintei-3-camere-2-balcoane-59-m-patrati-IDxpP4,59.0,THREE,2023-09-19 09:52:06,Berceni| Sectorul 4| Bucuresti,440
7964084,Apartament 2 camere prima inchiriere Gherghitei,apartament-2-camere-prima-inchiriere-gherghitei-IDxpOY,58.0,TWO,2023-09-19 09:51:05,Andronache| Sectorul 2| Bucuresti,600
7964080,3 Camere | Unirii-Central | 2 Grupruri Sanitare | Balcon | 90 MP |,3-camere-unirii-central-2-grupruri-sanitare-balcon-90-mp-IDxpOU,90.0,THREE,2023-09-19 09:50:21,Centrul Civic| Sectorul 4| Bucuresti,1200
7964076,Penthouse de inchiriat lux Tepes Voda,penthouse-de-inchiriat-lux-tepes-voda-IDxpOQ,63.0,TWO,2023-09-19 09:50:07,Iancului| Sectorul 2| Bucuresti,999
7964068,Garsoniera bloc nou Central Address Residence Parcare Centrala Liberty,garsoniera-bloc-nou-central-address-residence-parcare-centrala-liberty-IDxpOI,37.0,ONE,2023-09-19 09:48:55,Rahova| Sectorul 5| Bucuresti,400
7964065,Apartament 2 camere bloc nou Prosper 13 Septembrie Centrala,apartament-2-camere-bloc-nou-prosper-13-septembrie-centrala-IDxpOF,58.0,TWO,2023-09-19 09:47:36,Rahova| Sectorul 5| Bucuresti,500
7964062,Apartament 2 cam 3 min Pacii loc parcare,apartament-2-cam-3-min-pacii-loc-parcare-IDxpOC,63.0,TWO,2023-09-19 09:46:29,Militari| Sectorul 6| Bucuresti,450
7964055,"Baneasa, Muntele Gaina spatios | luminos | curte | 2 locuri parcare",baneasa-muntele-gaina-spatios-luminos-curte-2-locuri-parcare-IDxpOw,83.45,THREE,2023-09-19 09:44:10,Baneasa| Sectorul 1| Bucuresti,700
7960696,Garsoniera | Hils Pallady | Loc parcare | Centrala | Balcon | Metrou,garsoniera-hils-pallady-loc-parcare-centrala-balcon-metrou-IDxoVk,38.0,ONE,2023-09-19 09:42:39,Theodor Pallady| Sectorul 3| Bucuresti,370
7964044,Garsoniera Brancoveanu,garsoniera-brancoveanu-IDxpOk,30.0,ONE,2023-09-19 09:41:47,Berceni| Sectorul 4| Bucuresti,1650
7964038,apartament 3 camere Metropolitan Residence Viillor- Parc Carol,apartament-3-camere-metropolitan-residence-viillor-parc-carol-IDxpOe,94.0,THREE,2023-09-19 09:40:29,Pieptanari| Sectorul 5| Bucuresti,750
7964025,Inchiriere Apartament 3 camere - Baneasa - Greenfield | Parcare,inchiriere-apartament-3-camere-baneasa-greenfield-parcare-IDxpO1,131.0,THREE,2023-09-19 09:35:47,Baneasa| Sectorul 1| Bucuresti,639
7964018,Inchiriere Apartament 3 Camere Baneasa Straulesti OMV PETROM CITY,inchiriere-apartament-3-camere-baneasa-straulesti-omv-petrom-city-IDxpNU,100.0,THREE,2023-09-19 09:32:25,Damaroaia| Sectorul 1| Bucuresti,800
7964015,Inchiriere Apartament 3 Camere One Tower Aviatiei Herastrau,inchiriere-apartament-3-camere-one-tower-aviatiei-herastrau-IDxpNR,93.0,THREE,2023-09-19 09:31:26,Aviatiei| Sectorul 1| Bucuresti,1800
7315297,Apartament 2 cam | Unirii | Mobilat utilat modern | Parcare| Metrou 2',apartament-2-cam-unirii-mobilat-utilat-modern-parcare-metrou-2-IDuH2F,70.0,TWO,2023-09-19 09:29:19,Centrul Civic| Sectorul 4| Bucuresti,750
7963981,Apartament 3 Camere Stradal 8 min metrou Piata Sudului,apartament-3-camere-stradal-8-min-metrou-piata-sudului-IDxpNj,75.0,THREE,2023-09-19 09:22:43,Berceni| Sectorul 4| Bucuresti,550
7963974,Inchiriere Apartament 2 camere Baneasa,inchiriere-apartament-2-camere-baneasa-IDxpNc,62.0,TWO,2023-09-19 09:21:01,Baneasa| Sectorul 1| Bucuresti,589
7963937,Apartament 3 camere Baneasa-Casa Presei | prima inchiriere | parcare,apartament-3-camere-baneasa-casa-presei-prima-inchiriere-parcare-IDxpMB,71.0,THREE,2023-09-19 09:12:43,Sectorul 1| Bucuresti,750
7963930,Apusului Militari ap 3 cam direct propietar,apusului-militari-ap-3-cam-direct-propietar-IDxpMu,71.0,THREE,2023-09-19 09:10:14,Militari| Sectorul 6| Bucuresti,2200
7963928,Garsoniera decomandata Piata Alba Iulia 7 rond pentru chirie vanzare,garsoniera-decomandata-piata-alba-iulia-7-rond-pentru-chirie-vanzare-IDxpMs,40.0,ONE,2023-09-19 09:09:41,Titan| Sectorul 3| Bucuresti,350
7963909,"Inchiriere apartament cu 3 camere pe Constructoriilor ,la Crangasi",inchiriere-apartament-cu-3-camere-pe-constructoriilor-la-crangasi-IDxpM9,70.0,THREE,2023-09-19 09:03:50,Giulesti| Sectorul 6| Bucuresti,500
7963893,Apartament 2 camere Unirii Splai Biblioteca Nationala Tribunal Opereta,apartament-2-camere-unirii-splai-biblioteca-nationala-tribunal-opereta-IDxpLT,68.0,TWO,2023-09-19 09:00:22,Cismigiu| Sectorul 1| Bucuresti,825
7963872,"Apartament 2 camere, Mall Vitan",apartament-2-camere-mall-vitan-IDxpLy,70.0,TWO,2023-09-19 08:53:03,Titan| Sectorul 3| Bucuresti,500
7963860,"Închiriez Apartament în Berceni, capăt Brâncoveanu",nchiriez-apartament-n-berceni-capt-brncoveanu-IDxpLm,55.0,TWO,2023-09-19 08:46:55,Berceni| Sectorul 4| Bucuresti,350
7963773,Camera la curte zona gara de nord,camera-la-curte-zona-gara-de-nord-IDxpJX,15.0,ONE,2023-09-19 07:05:35,Damaroaia| Sectorul 1| Bucuresti,800
7963765,Oferim spre inchiriere apartament 2 cam decomandat in Moghiorosi Resid,oferim-spre-inchiriere-apartament-2-cam-decomandat-in-moghiorosi-resid-IDxpJP,64.0,TWO,2023-09-19 06:38:31,Drumul Taberei| Sectorul 6| Bucuresti,550
7963746,Apartament de lux cu 2 camere in zona Obor,apartament-de-lux-cu-2-camere-in-zona-obor-IDxpJv,75.0,TWO,2023-09-19 06:04:05,Obor| Sectorul 2| Bucuresti,600
7963738,Inchiriere apartament,inchiriere-apartament-IDxpJo,41.0,TWO,2023-09-19 03:57:57,Militari| Sectorul 6| Bucuresti,375
7963728,Inchiriez apartament 2 camere - zona 13 Septembrie,inchiriez-apartament-2-camere-zona-13-septembrie-IDxpJe,69.0,TWO,2023-09-19 02:36:55,Rahova| Sectorul 5| Bucuresti,650
7963710,Ap 3 camere de inchiriat in Calea 13 Septembrie,ap-3-camere-de-inchiriat-in-calea-13-septembrie-IDxpIV,65.0,THREE,2023-09-19 00:42:53,Rahova| Sectorul 5| Bucuresti,2750
7963707,"Închiriez apartament 2 camere zona Favorit, Drumul Taberei",nchiriez-apartament-2-camere-zona-favorit-drumul-taberei-IDxpIT,48.0,TWO,2023-09-19 00:36:23,Drumul Taberei| Sectorul 6| Bucuresti,300
7963704,"Apartament 3 camere splendid, Delea Veche/P-ta Muncii",apartament-3-camere-splendid-delea-veche-p-ta-muncii-IDxpIQ,70.0,THREE,2023-09-19 00:33:47,Centrul Civic| Sectorul 3| Bucuresti,780
7963699,Apartament 2 camere de inchiriat (metrou) + loc de parcare- proprietar,apartament-2-camere-de-inchiriat-metrou-loc-de-parcare-proprietar-IDxpIL,63.0,TWO,2023-09-19 00:19:02,Militari| Sectorul 6| Bucuresti,450
7963680,"Apartament 3 camere cu gradina, Baneasa Natura Residence",apartament-3-camere-cu-gradina-baneasa-natura-residence-IDxpIs,124.0,THREE,2023-09-18 23:54:12,Baneasa| Sectorul 1| Bucuresti,1100
7963679,Apartament 2 camere,apartament-2-camere-IDxpIr,50.0,TWO,2023-09-18 23:49:26,Drumul Taberei| Sectorul 6| Bucuresti,375
7963671,Apartament 3 camere,apartament-3-camere-IDxpIj,80.0,THREE,2023-09-18 23:29:18,Berceni| Sectorul 4| Bucuresti,460
7963667,|2 Camere Ultracentral Residence Grozavesti 2022 Zona Excelenta|,2-camere-ultracentral-residence-grozavesti-2022-zona-excelenta-IDxpIf,50.0,TWO,2023-09-18 23:24:47,Grozavesti| Sectorul 6| Bucuresti,600
7963653,Proprietar Apart 2 camere Lujerului,proprietar-apart-2-camere-lujerului-IDxpI1,40.0,TWO,2023-09-18 23:08:48,Militari| Sectorul 6| Bucuresti,380
